11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,2
11146,2
11146,2
11146,1
11146,1
11146,1
11146,1
11146,2
11146,2
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,2
11146,1
11146,1
11146,1
11146,1
11146,1
11146,3
11146,3
11146,2
11146,2
11146,1
11146,1
11146,1
11146,1
11146,2
11146,1
11146,2
11146,1
11146,1
11146,2
11146,2
11146,2
11146,2
11146,1
11146,3
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,2
11146,4
11146,2
11146,2
11146,2
11146,2
11146,2
11146,2
11146,2
11146,1
11146,0
11146,0
11146,4
11146,1
11146,1
11146,1
11146,1
11146,2
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,2
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,2
11146,2
11146,2
11146,2
11146,2
11146,0
11146,1
11146,5
11146,4
11146,4
11146,3
11146,2
11146,2
11146,2
11146,2
11146,2
11146,1
11146,1
11146,0
11146,0
11146,2
11146,4
11146,2
11146,2
11146,1
11146,1
11146,2
11146,2
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,2
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,2
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,2
11146,3
11146,2
11146,2
11146,3
11146,2
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,0
11146,1
11146,1
11146,1
11146,1
11146,1
11146,3
11146,3
11146,3
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,2
11146,2
11146,2
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
11146,1
