10805,3
10805,3
10805,2
10805,2
10805,3
10805,3
10805,3
10805,2
10805,2
10805,2
10805,2
10805,3
10805,3
10805,3
10805,3
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,2
10805,3
10805,2
10805,1
10805,1
10805,1
10805,2
10805,2
10805,2
10805,2
10805,1
10805,1
10805,3
10805,3
10805,3
10805,2
10805,3
10805,3
10805,3
10805,2
10805,3
10805,2
10805,3
10805,3
10805,3
10805,3
10805,3
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,1
10805,2
10805,1
10805,2
10805,2
10805,1
10805,1
10805,2
10805,2
10805,2
10805,2
10805,1
10805,3
10805,2
10805,1
10805,2
10805,2
10805,2
10805,3
10805,3
10805,3
10805,2
10805,3
10805,3
10805,2
10805,2
10805,2
10805,2
10805,4
10805,1
10805,2
10805,3
10805,3
10805,3
10805,4
10805,2
10805,3
10805,2
10805,3
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,3
10805,2
10805,3
10805,3
10805,3
10805,3
10805,2
10805,1
10805,2
10805,3
10805,3
10805,3
10805,2
10805,1
10805,2
10805,3
10805,2
10805,2
10805,2
10805,2
10805,2
10805,1
10805,2
10805,2
10805,2
10805,1
10805,4
10805,4
10805,4
10805,4
10805,4
10805,4
10805,3
10805,2
10805,3
10805,2
10805,3
10805,3
10805,3
10805,3
10805,1
10805,1
10805,2
10805,2
10805,2
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,2
10805,1
10805,2
10805,1
10805,2
10805,1
10805,2
10805,3
10805,4
10805,3
10805,2
10805,2
10805,3
10805,4
10805,3
10805,2
10805,3
10805,4
10805,3
10805,2
10805,3
10805,5
10805,3
10805,2
10805,3
10805,4
10805,3
10805,3
10805,3
10805,2
10805,2
10805,1
10805,1
10805,2
10805,2
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,1
10805,2
10805,2
10805,2
10805,1
10805,2
10805,1
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,1
10805,1
10805,1
10805,2
10805,1
10805,2
10805,1
10805,2
10805,1
10805,2
10805,2
10805,1
10805,2
10805,1
10805,3
10805,2
10805,3
10805,2
10805,2
10805,3
10805,3
10805,2
10805,3
10805,3
10805,2
10805,3
10805,4
10805,4
10805,3
10805,4
10805,3
10805,2
10805,3
10805,3
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,1
10805,2
10805,3
10805,4
10805,3
10805,2
10805,4
10805,3
10805,3
10805,3
10805,3
10805,2
10805,2
10805,2
10805,4
10805,3
10805,3
10805,2
10805,2
10805,2
10805,2
10805,2
10805,3
10805,3
10805,3
10805,2
10805,3
10805,2
10805,1
10805,1
10805,2
10805,1
10805,2
10805,2
10805,2
10805,3
10805,3
10805,2
10805,1
10805,2
10805,2
10805,2
10805,2
10805,3
10805,3
10805,3
10805,4
10805,3
10805,2
10805,2
10805,3
10805,2
10805,2
10805,1
10805,2
10805,1
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
10805,2
